1.109996137060939692e+00,1.271945808951710326e-03,1.000000000000000000e+00
7.238719637374535498e-01,8.849511731000955783e-02,1.000000000000000000e+00
9.970994102766853606e-01,5.600876395695716381e-01,1.000000000000000000e+00
1.127634755765456021e+00,2.165573049284283680e-01,1.000000000000000000e+00
1.356244922210890547e+00,1.917094482028698366e-01,1.000000000000000000e+00
1.060363460184135409e+00,7.363159208878812256e-01,1.000000000000000000e+00
8.268395040476191893e-01,6.658258541375490225e-01,1.000000000000000000e+00
7.339356659000076943e-01,8.745209296451378345e-01,1.000000000000000000e+00
7.040234068716774152e-01,5.637464088180039745e-01,1.000000000000000000e+00
7.665111643313318179e-01,5.788621613970026392e-01,1.000000000000000000e+00
5.980865371281056664e-01,9.209870884938107238e-01,1.000000000000000000e+00
3.040111390270775482e-01,1.325913996981394671e+00,1.000000000000000000e+00
5.037769150901257875e-01,5.321912431985547087e-01,1.000000000000000000e+00
5.270986298534814374e-01,9.235586253660523770e-01,1.000000000000000000e+00
1.761106070207902330e-01,1.179066868366689169e+00,1.000000000000000000e+00
-3.157463083090054079e-01,9.597152195059837076e-01,1.000000000000000000e+00
1.748475847736931377e-02,1.270758186341711671e+00,1.000000000000000000e+00
-3.231309895828854972e-01,1.072278629587897436e+00,1.000000000000000000e+00
-2.624656410040780430e-01,1.062108248392777288e+00,1.000000000000000000e+00
-1.370769448277258662e-01,7.851983523555716715e-01,1.000000000000000000e+00
-5.770764959920370307e-01,5.854000861512888010e-01,1.000000000000000000e+00
-1.023917274914950770e+00,5.265253149143470646e-01,1.000000000000000000e+00
-4.912496815922857141e-01,5.385803720225330604e-01,1.000000000000000000e+00
-3.262186646082592123e-01,8.303772800836251022e-01,1.000000000000000000e+00
-1.223114967423886590e+00,6.061940424811224082e-01,1.000000000000000000e+00
-1.106948584097744437e+00,4.762275802986208340e-01,1.000000000000000000e+00
-7.623850696236535995e-01,7.197341754582087248e-01,1.000000000000000000e+00
-9.482973275464711138e-01,4.259725439620033471e-01,1.000000000000000000e+00
-8.853202341301124045e-01,3.311096731528984649e-01,1.000000000000000000e+00
-7.069279974337968619e-01,4.104681947618175897e-02,1.000000000000000000e+00
-8.275533083148998159e-01,2.535803407750975014e-01,1.000000000000000000e+00
-5.945030186807058747e-01,-2.370348004995380120e-01,1.000000000000000000e+00
-9.119913431808223114e-01,1.984229965737149826e-02,1.000000000000000000e+00
-1.070015264370174801e+00,-6.806309087591135842e-01,1.000000000000000000e+00
-5.098187096804135399e-01,-4.778338810312336982e-01,1.000000000000000000e+00
-1.024330024767958980e+00,-6.455365978789999737e-01,1.000000000000000000e+00
-6.327021186105277195e-01,-6.411502421801167362e-01,1.000000000000000000e+00
-8.498925717500451782e-01,-4.274204895751054778e-01,1.000000000000000000e+00
-5.447690760213448335e-01,-6.010107742340943249e-01,1.000000000000000000e+00
-1.741475441331671870e-01,-1.037060047847931044e+00,1.000000000000000000e+00
-5.769231939461150205e-01,-8.051059497667791831e-01,1.000000000000000000e+00
-4.615754749948666191e-01,-7.210545917486784750e-01,1.000000000000000000e+00
-2.757641458514640820e-01,-7.311208671081682597e-01,1.000000000000000000e+00
1.114992657921209107e-01,-1.493614889560497261e+00,1.000000000000000000e+00
-2.397977273137026355e-01,-7.915073491636439584e-01,1.000000000000000000e+00
-6.488417503897136486e-03,-8.328098123532977626e-01,1.000000000000000000e+00
-6.558207780833769096e-03,-1.199619182243488291e+00,1.000000000000000000e+00
-2.058954866063343325e-01,-8.570818614498195709e-01,1.000000000000000000e+00
2.001890313125083143e-01,-1.147477377322885239e+00,1.000000000000000000e+00
5.372650586341980450e-01,-7.758582472375619155e-01,1.000000000000000000e+00
6.281422839307804207e-01,-5.945699513615716469e-01,1.000000000000000000e+00
8.413748404818092164e-01,-8.227129627615865637e-01,1.000000000000000000e+00
7.153685055323281139e-01,-6.650100715788868078e-01,1.000000000000000000e+00
6.347378815893842674e-01,-9.034819499365779327e-01,1.000000000000000000e+00
5.815390469662577999e-01,-5.954009542909494135e-01,1.000000000000000000e+00
7.133489197535969328e-01,-7.891730061273332097e-01,1.000000000000000000e+00
1.032692422143280497e+00,-1.076183727274501734e-01,1.000000000000000000e+00
6.898457263854385069e-01,-5.767479784938536191e-01,1.000000000000000000e+00
1.179970712640816988e+00,-4.160553425032165187e-01,1.000000000000000000e+00
6.480293998356080332e-01,-2.911303457491741242e-01,1.000000000000000000e+00
6.336383726501162994e-02,3.753309111757532901e-01,-1.000000000000000000e+00
1.700057291770558920e-01,2.746478866763881199e-01,-1.000000000000000000e+00
2.888925886740337790e-01,1.220382788660321349e-01,-1.000000000000000000e+00
-1.047433369703274220e-01,4.076073693802696463e-01,-1.000000000000000000e+00
4.735166695951629201e-01,-1.409026542210664590e-01,-1.000000000000000000e+00
1.055017096823304551e-01,4.757765728914496728e-02,-1.000000000000000000e+00
1.407639869309361413e-02,6.864221174711082618e-04,-1.000000000000000000e+00
3.754499977219150075e-01,2.783949661648174034e-01,-1.000000000000000000e+00
2.178542688616987022e-02,1.004842008256751074e-02,-1.000000000000000000e+00
-2.228246176770020959e-01,2.951342398035110282e-02,-1.000000000000000000e+00
2.137428233862256888e-01,-5.077738969900796873e-02,-1.000000000000000000e+00
8.642338554147434293e-02,1.743646902026419476e-01,-1.000000000000000000e+00
3.948186908232195202e-01,6.050416665887639045e-01,-1.000000000000000000e+00
4.197732655173625621e-02,3.201181111917522637e-01,-1.000000000000000000e+00
-1.642231798230145423e-01,1.423973642738542156e-01,-1.000000000000000000e+00
-1.808538957430200489e-01,-3.383193002964692830e-01,-1.000000000000000000e+00
-2.974092291357721130e-01,4.762070611706882284e-01,-1.000000000000000000e+00
6.375761317961418928e-02,-7.415174599615684259e-02,-1.000000000000000000e+00
-1.034364241008375040e-01,-2.439517129991227440e-01,-1.000000000000000000e+00
-3.097845140625085647e-01,2.215878748328531378e-01,-1.000000000000000000e+00
7.193976424970963124e-02,-3.426607331596949191e-01,-1.000000000000000000e+00
1.043319146530876929e-01,-3.392493909592010359e-01,-1.000000000000000000e+00
-1.794306555834876415e-02,3.161997318161766657e-01,-1.000000000000000000e+00
-2.513600794983241737e-01,-1.062224445985632260e-01,-1.000000000000000000e+00
-2.536219601350780950e-03,-1.363878158062306334e-01,-1.000000000000000000e+00
1.611678678859364278e-01,4.504025042563884751e-02,-1.000000000000000000e+00
-7.876418310122292044e-02,4.618216350404616977e-01,-1.000000000000000000e+00
-5.748731681838492591e-01,1.530385271268491221e-01,-1.000000000000000000e+00
-3.361522784974960709e-01,3.543938556393293471e-01,-1.000000000000000000e+00
9.405896353179785119e-02,-6.395097445463460151e-02,-1.000000000000000000e+00
-3.558132791094482661e-01,1.007146702406773592e-01,-1.000000000000000000e+00
-6.092579962572822194e-02,9.991342213716367104e-02,-1.000000000000000000e+00
-4.449471243142061327e-01,-7.880695295561285230e-02,-1.000000000000000000e+00
-2.528707572724104291e-01,-1.727975769218612623e-01,-1.000000000000000000e+00
-1.417015126132094571e-01,4.271949480152346934e-02,-1.000000000000000000e+00
-2.987401557168522515e-01,-2.701113761855237216e-01,-1.000000000000000000e+00
1.076448812677878869e-01,-2.431677672504088950e-01,-1.000000000000000000e+00
-6.158860779322108403e-01,7.197197255763571055e-02,-1.000000000000000000e+00
-1.606542259559042285e-01,-7.554681635048607347e-02,-1.000000000000000000e+00
-3.161876247726019828e-01,-5.054625880462426668e-02,-1.000000000000000000e+00
1.114340357133784404e-01,-4.470701376853297715e-01,-1.000000000000000000e+00
2.978907328885518901e-01,-4.398406261610043888e-01,-1.000000000000000000e+00
1.242027016562178288e-01,-4.687249190413718125e-01,-1.000000000000000000e+00
-1.896865588440080352e-02,2.232277754532897562e-01,-1.000000000000000000e+00
-4.458844963765963565e-02,-1.356327208025505104e-01,-1.000000000000000000e+00
3.453112284264794885e-01,5.435678233953292748e-01,-1.000000000000000000e+00
1.633251727322526659e-01,-5.445758929674926474e-01,-1.000000000000000000e+00
7.366283508562088134e-02,-4.520348605699807676e-01,-1.000000000000000000e+00
6.555125707844397520e-02,-3.596937292201956016e-01,-1.000000000000000000e+00
7.204231259437211821e-02,1.463129840228130363e-01,-1.000000000000000000e+00
-8.535520205534889993e-01,-2.543676220579923486e-01,-1.000000000000000000e+00
2.783072094931480223e-01,-2.076274269937616601e-01,-1.000000000000000000e+00
-1.105124786885052779e-01,1.628804497413827712e-01,-1.000000000000000000e+00
2.788554034378249447e-01,1.870389069771522805e-01,-1.000000000000000000e+00
6.209454700408569838e-01,-2.694017519596634824e-01,-1.000000000000000000e+00
3.778197869658379837e-02,-6.110200576164424163e-02,-1.000000000000000000e+00
-2.730707312466190695e-01,8.971837479935650117e-02,-1.000000000000000000e+00
5.071978988299655211e-02,1.875532793433345446e-01,-1.000000000000000000e+00
3.309055309691286140e-01,-5.541528678956572640e-02,-1.000000000000000000e+00
6.586818566033646460e-01,-1.796191647572739636e-01,-1.000000000000000000e+00
